x,y,episodes
-0.8794231414924034,24.7526058631685,"Sam Harris: Consciousness, Free Will, Psychedelics, AI, UFOs, and Meaning | Lex Fridman Podcast #185"
23.137489418362325,13.513129278515631,Bryan Johnson: Kernel Brain-Computer Interfaces | Lex Fridman Podcast #186
0.6942047169664609,20.55884718312943,"Frank Wilczek: Physics of Quarks, Dark Matter, Complexity, Life & Aliens | Lex Fridman Podcast #187"
-5.646171082819053,-19.66430781615377,Vitalik Buterin: Ethereum 2.0 | Lex Fridman Podcast #188
-5.876367155039375,20.198066404915544,David Sinclair: Extending the Human Lifespan Beyond 100 Years | Lex Fridman Podcast #189
3.092538495037884,2.425058689015132,Jordan Ellenberg: Mathematics of High-Dimensional Shapes and Geometries | Lex Fridman Podcast #190
-16.823025739287093,11.238481757168906,Daniel Schmachtenberger: Steering Civilization Away from Self-Destruction | Lex Fridman Podcast #191
-12.278934762544322,-16.103620067766084,Charles Hoskinson: Cardano | Lex Fridman Podcast #192
-3.499785560119397,-8.073993638687593,Rob Reid: The Existential Threat of Engineered Viruses and Lab Leaks | Lex Fridman Podcast #193
-19.0616796319293,-0.8064550711347689,"Bret Weinstein: Truth, Science, and Censorship in the Time of a Pandemic | Lex Fridman Podcast #194"
2.516840148294487,15.635885584420045,Clara Sousa-Silva: Searching for Signs of Life on Venus and Other Planets | Lex Fridman Podcast #195
-19.695949101215813,-11.516474862441408,Yeonmi Park: North Korea | Lex Fridman Podcast #196
-21.776951539036205,-6.427025154767732,"Jocko Willink: War, Leadership, and Discipline | Lex Fridman Podcast #197"
-1.3563837092950872,26.223225961903065,Sara Walker: The Origin of Life on Earth and Alien Worlds | Lex Fridman Podcast #198
-25.70321965547811,-6.4845279067844,Roger Reaves: Smuggling Drugs for Pablo Escobar and the Medellin Cartel | Lex Fridman Podcast #199
-26.18939989001986,-6.524108290561263,Michael Malice: Totalitarianism and Anarchy | Lex Fridman Podcast #200
-8.409680359344517,2.7016503581030564,Konstantin Batygin: Planet 9 and the Edge of Our Solar System | Lex Fridman Podcast #201
-23.074195725988407,10.25022039707787,Rick Doblin: Psychedelics | Lex Fridman Podcast #202
-9.239210389428937,8.268233358001746,Anya Fernald: Regenerative Farming and the Art of Cooking Meat | Lex Fridman Podcast #203
-3.4076609601292174,13.541578201989827,Cumrun Vafa: String Theory | Lex Fridman Podcast #204
-17.408730876101494,-6.183077224720834,Zach Bitter: Ultramarathon Running | Lex Fridman Podcast #205
24.179881231066844,-11.609559427844292,Ishan Misra: Self-Supervised Deep Learning in Computer Vision | Lex Fridman Podcast #206
-11.905268004100114,3.8348212433317377,Chris Duffin: The Mad Scientist of Strength | Lex Fridman Podcast #207
22.507256336290013,19.408725881864743,Jeff Hawkins: The Thousand Brains Theory of Intelligence | Lex Fridman Podcast #208
-1.908018103173968,6.399348846742247,Luís and João Batalha: Fermat's Library and the Art of Studying Papers | Lex Fridman Podcast #209
-14.279065293542494,1.838904194632855,Matt Walker: Sleep | Lex Fridman Podcast #210
